,algorithm,policy,machine_id,workload_type,avg_cpu_actual,avg_cpu_predicted,avg_solar_pv,energy_consumed_wh,green_energy_wh,grid_energy_wh,geuf_percentage
33,TempoSight,GREEN_OBLIVIOUS,"(983,)",LARGE,0.7205555579726777,87.5,0.7100224723983436,303.24250001087705,300.3068139622002,2.935686048676878,99.03190151493556
34,TempoSight,PREDICTIVE_CARBON_AWARE,"(1129,)",LARGE,39.979444450805,40.38,0.0005488965396220822,479.90750002862256,13.27343095273884,466.6340690758837,2.765831113693199
35,TempoSight,NAIVE_CARBON_AWARE,"(1129,)",LARGE,40.287222247656665,40.7,5.9317212467732315e-06,481.292500114455,31.356111187408608,449.9363889270464,6.514980220957503
36,TempoSight,GREEN_OBLIVIOUS,"(1129,)",LARGE,39.979444450805,40.38,0.0005488965396220822,479.90750002862256,13.27343095273884,466.6340690758837,2.765831113693199
37,TempoSight,PREDICTIVE_CARBON_AWARE,"(1139,)",LARGE,40.45583334499,40.25,0.0,482.05125005245486,0.0,482.05125005245486,0.0
38,TempoSight,NAIVE_CARBON_AWARE,"(1139,)",LARGE,40.45583334499,40.25,0.0,482.05125005245486,0.0,482.05125005245486,0.0
39,TempoSight,GREEN_OBLIVIOUS,"(1139,)",LARGE,40.45583334499,40.25,0.0,482.05125005245486,0.0,482.05125005245486,0.0
40,TempoSight,PREDICTIVE_CARBON_AWARE,"(1151,)",LARGE,40.025555430515006,40.0,0.0005488965396220822,480.1149994373175,13.295930990886342,466.8190684464312,2.7693221429175994
41,TempoSight,NAIVE_CARBON_AWARE,"(1151,)",LARGE,40.025555430515006,40.0,0.0005488965396220822,480.1149994373175,13.295930990886342,466.8190684464312,2.7693221429175994
42,TempoSight,GREEN_OBLIVIOUS,"(1151,)",LARGE,40.025555430515006,40.0,0.0005488965396220822,480.1149994373175,13.295930990886342,466.8190684464312,2.7693221429175994
43,TempoSight,PREDICTIVE_CARBON_AWARE,"(1174,)",LARGE,40.601111147141665,40.4,0.01734466461055711,482.7050001621375,120.81235861148939,361.8926415506481,25.02819705014642
44,TempoSight,NAIVE_CARBON_AWARE,"(1174,)",LARGE,40.04111111959111,39.8,0.018793488905027,480.18500003816,133.07069189714022,347.11430814101976,27.712379996577397
45,TempoSight,GREEN_OBLIVIOUS,"(1174,)",LARGE,40.601111147141665,40.4,0.01734466461055711,482.7050001621375,120.81235861148939,361.8926415506481,25.02819705014642
46,TempoSight,PREDICTIVE_CARBON_AWARE,"(1195,)",LARGE,39.92777775658445,40.0,9.886202077955387e-07,479.67499990462994,12.643333276113333,467.03166662851663,2.6358124310475026
47,TempoSight,NAIVE_CARBON_AWARE,"(1195,)",LARGE,40.37722223069833,40.47,0.0,481.6975000381425,0.0,481.6975000381425,0.0
48,TempoSight,GREEN_OBLIVIOUS,"(1195,)",LARGE,39.92777775658445,40.0,9.886202077955387e-07,479.67499990462994,12.643333276113333,467.03166662851663,2.6358124310475026
49,TempoSight,PREDICTIVE_CARBON_AWARE,"(1197,)",LARGE,40.516111066606115,40.2,0.0,482.3224997997275,0.0,482.3224997997275,0.0
50,TempoSight,NAIVE_CARBON_AWARE,"(1197,)",LARGE,40.516111066606115,40.2,0.0,482.3224997997275,0.0,482.3224997997275,0.0
51,TempoSight,GREEN_OBLIVIOUS,"(1197,)",LARGE,40.516111066606115,40.2,0.0,482.3224997997275,0.0,482.3224997997275,0.0
52,TempoSight,PREDICTIVE_CARBON_AWARE,"(1305,)",LARGE,40.31555561489333,40.12,0.0,481.42000026701993,0.0,481.42000026701993,0.0
53,TempoSight,NAIVE_CARBON_AWARE,"(1305,)",LARGE,40.31555561489333,40.12,0.0,481.42000026701993,0.0,481.42000026701993,0.0
54,TempoSight,GREEN_OBLIVIOUS,"(1305,)",LARGE,40.31555561489333,40.12,0.0,481.42000026701993,0.0,481.42000026701993,0.0
